sector_name,sector_link,title,link
,,"Guru Ghasidas Vishwavidyalaya, Bilaspur, Chhattisgarh",https://ggu.ac.in
,,"Guru Nanak Dev University, Amritsar, Punjab",https://www.gndu.ac.in
,,"Gyan Sankalp, Rajasthan",https://gyansankalp.nic.in
,,"HP State Council of Educational Research and Training, Himachal Pradesh",https://himachalservices.nic.in/scert
,,"Harcourt Butler Technical University (HBTU), Kanpur, Uttar Pradesh",https://hbtu.ac.in
,,"Haryana State Technical Education Society, Panchkula (HSTES), Haryana",https://onlinetesthry.gov.in
,,"Hemchandracharya North Gujarat University (HNGU), Gujarat",https://www.ngu.ac.in
,,"Hemwati Nandan Bahuguna Garhwal University, Uttarakhand",https://hnbgu.ac.in
,,"Higher Education Department, Ladakh",https://ladakh.nic.in/higher-education
,,"Higher Education Department, Nagaland",https://highereducation.nagaland.gov.in
,,"Hill College - Tadubi, Senapati District, Manipur",https://hillcollegetadubi.nic.in
,,"Himachal Pradesh Board of School Education, Dharamshala, Himachal Pradesh",https://hpbose.org
,,"Himachal Pradesh Panchayati Raj Training Institute, Mashobra (Craigneno), Shimla, Himachal Pradesh",https://hpprtim.nic.in
,,"Himachal Pradesh Private Educational Institutions Regulatory Commission, Himachal Pradesh",https://hp.gov.in/hpperc
,,"Himachal Pradesh Takniki Shiksha Board, Dharamshala, Himachal Pradesh",https://www.hptechboard.com
,,"Himachal Pradesh Technical University, Himachal Pradesh",https://www.himtu.ac.in
,,"Himachal Pradesh University, Himachal Pradesh",https://www.hpuniv.ac.in
,,"Hindi Academy, Delhi",https://hindiacademy.delhi.gov.in
,,"I. K. Gujral Punjab Technical University, Jalandhar, Punjab",https://ptu.ac.in
,,ICAR-Central Institute For Research On Buffaloes (CIRB),https://cirb.icar.gov.in
,,"ICAR-Central Potato Research Institute, Shimla",https://cpri.icar.gov.in
,,"ICAR-Indian Institute of Soil Science, Bhopal",https://iiss.icar.gov.in
,,"ICMR-National Institute of Immunohaematology, Mumbai",https://www.niih.org.in
,,"ITI Malviya Nagar, Delhi",https://mniti.delhi.gov.in
,,"ITI Shahdara, Delhi",https://itishahdara.delhi.gov.in
,,"ITI, Arab Ki Sarai, Nizamuddin, Delhi",https://itinizamuddin.delhi.gov.in
,,"ITI, Jahangirpuri, Delhi",https://itijp.delhi.gov.in
,,"ITI, Jail Road Hari Nagar, Delhi",https://itijr.delhi.gov.in
,,"ITI, Lala Hans Raj Gupta Industrial Training Institute, Delhi",https://itilhrg.delhi.gov.in
,,"ITI, Mangolpuri, Delhi",https://mpiti.delhi.gov.in
,,"ITI, Siri Fort (W), New Delhi",https://jbiti.delhi.gov.in
,,"ITI, Tilak Nagar, New Delhi",https://tniti.delhi.gov.in
,,"ITI, for Women Vivek Vihar, Delhi",https://itivv.delhi.gov.in
,,Indian Council of Social Science Research (ICSSR),https://www.icssr.org
,,Indian Institute of Astrophysics (IIA),https://www.iiap.res.in
,,"Indian Institute of Carpet Technology (IICT), Srinagar, Jammu and Kashmir",https://iictsrinagarcarpet-gi.org
,,Indian Institute of Chemical Biology (IICB),https://www.iicb.res.in
,,Indian Institute of Chemical Technology (IICT),https://www.iict.res.in
,,"Indian Institute of Engineering Science and Technology (IIEST), Shibpur",https://www.iiests.ac.in
,,"Indian Institute of Futurology, Delhi",https://www.university.gen.in
,,"Indian Institute of Information Technology (IIIT), Allahabad",https://www.iiita.ac.in
,,"Indian Institute of Information Technology (IIIT), Una",https://iiitu.ac.in
,,"Indian Institute of Information Technology (IIIT), Tiruchirappalli",https://iiitt.ac.in
,,"Indian Institute of Information Technology (IIIT), Kottayam",https://iiitkottayam.ac.in
,,"Indian Institute of Information Technology (IIIT), Kalyani",https://iiitkalyani.ac.in
,,"Indian Institute of Information Technology (IIIT), Chittoor",https://iiits.ac.in
,,"Indian Institute of Information Technology (IIIT), Guwahati",https://iiitg.ac.in
,,"Indian Institute of Information Technology (IIIT), Manipur",https://iiitmanipur.ac.in
,,"Indian Institute of Information Technology (IIIT), Vadodara",https://iiitvadodara.ac.in
,,"Indian Institute of Information Technology (IIIT), Lucknow",https://iiitl.ac.in
,,"Indian Institute of Information Technology (IIIT), Kota",https://iiitkota.ac.in
,,"Indian Institute of Information Technology (IIIT), Bhagalpur",https://iiitbh.ac.in
,,"Indian Institute of Information Technology (IIIT), Dharwad",https://iiitdwd.ac.in
,,"Indian Institute of Information Technology (IIIT), Agartala",https://iiitagartala.ac.in
,,"Indian Institute of Information Technology (IIIT), Bhopal",https://iiitbhopal.ac.in
,,"Indian Institute of Information Technology (IIIT), Raichur",https://iiitr.ac.in
,,"Indian Institute of Information Technology (IIIT), Nagpur",https://iiitn.ac.in
,,"Indian Institute of Information Technology (IIIT), Ranchi",https://iiitranchi.ac.in
,,"Indian Institute of Information Technology (IIIT), Surat",https://iiitsurat.ac.in
,,"Indian Institute of Information Technology (IIIT), Pune",https://www.iiitp.ac.in
,,"Indian Institute of Information Technology (IIIT), Sonepat",https://www.iiitsonepat.ac.in
,,"Indian Institute of Information Technology and Management (IIITM), Gwalior",https://www.iiitm.ac.in
,,"Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",https://www.iiitdmj.ac.in
,,"Indian Institute of Information Technology, Design and Manufacturing (IIITD and M), Kancheepuram",https://www.iiitdm.ac.in
,,"Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Kurnool",https://iiitk.ac.in
,,"Indian Institute of Management (IIM), Tiruchirappalli",https://www.iimtrichy.ac.in
,,"Indian Institute of Management (IIM), Sirmaur",https://www.iimsirmaur.ac.in
,,"Indian Institute of Management (IIM), Bangalore",https://www.iimb.ac.in
,,"Indian Institute of Management (IIM), Calcutta",https://www.iimcal.ac.in
,,"Indian Institute of Management (IIM), Ahmedabad",https://www.iima.ac.in
,,"Indian Institute of Management (IIM), Indore",https://www.iimidr.ac.in
,,"Indian Institute of Management (IIM), Shillong",https://www.iimshillong.ac.in
,,"Indian Institute of Management (IIM), Raipur",https://iimraipur.ac.in
,,"Indian Institute of Management (IIM), Kozhikode",https://www.iimk.ac.in
,,"Indian Institute of Management (IIM), Rohtak",https://www.iimrohtak.ac.in
,,"Indian Institute of Management (IIM), Kashipur",https://iimkashipur.ac.in
,,"Indian Institute of Management (IIM), Udaipur",https://iimu.ac.in
,,"Indian Institute of Management (IIM), Ranchi",https://iimranchi.ac.in
,,"Indian Institute of Management (IIM), Amritsar",https://iimamritsar.ac.in
,,"Indian Institute of Management (IIM), Visakhapatnam",https://iimv.ac.in
,,"Indian Institute of Management (IIM), Sambalpur",https://iimsambalpur.ac.in
,,"Indian Institute of Management (IIM), Nagpur",https://iimnagpur.ac.in
,,"Indian Institute of Management (IIM), Bodh Gaya",https://iimbg.ac.in
,,"Indian Institute of Management (IIM), Jammu",https://www.iimj.ac.in
,,"Indian Institute of Management (IIM), Lucknow",https://www.iiml.ac.in
,,Indian Institute of Mass Communication (IIMC),https://iimc.gov.in
,,Indian Institute of Packaging,https://www.iip-in.com
,,"Indian Institute of Plantation Management, Bangalore",https://iipmb.edu.in
,,Indian Institute of Public Administration (IIPA),https://www.iipa.org.in
,,Indian Institute of Remote Sensing (IIRS),https://www.iirs.gov.in
,,"Indian Institute of Science (IISC), Bangalore",https://iisc.ac.in
,,"Indian Institute of Science Education and Research (IISER), Bhopal",https://iiserb.ac.in
,,"Indian Institute of Science Education and Research (IISER), Kolkata",https://www.iiserkol.ac.in
,,"Indian Institute of Science Education and Research (IISER), Mohali",https://www.iisermohali.ac.in
,,"Indian Institute of Science Education and Research (IISER), Thiruvananthapuram",https://www.iisertvm.ac.in
,,"Indian Institute of Science Education and Research (IISER), Berhampur",https://iiserbpr.ac.in
,,"Indian Institute of Science Education and Research (IISER), Tirupati",https://www.iisertirupati.ac.in
,,"Indian Institute of Space Science and Technology (IIST), Thiruvananthapuram",https://www.iist.ac.in
,,"Indian Institute of Teacher Education (IITE), Gujarat",https://www.iite.ac.in
,,"Indian Institute of Technology (IIT), Kharagpur",https://www.iitkgp.ac.in
,,"Indian Institute of Technology (IIT), Madras",https://www.iitm.ac.in
,,"Indian Institute of Technology (IIT), Bhubaneswar",https://www.iitbbs.ac.in
,,"Indian Institute of Technology (IIT), Bhilai",https://www.iitbhilai.ac.in
,,"Indian Institute of Technology (IIT), Bombay",https://www.iitb.ac.in
,,"Indian Institute of Technology (IIT), Dhanbad",https://www.iitism.ac.in
,,"Indian Institute of Technology (IIT), Kanpur",https://www.iitk.ac.in
,,"Indian Institute of Technology (IIT), Roorkee",https://www.iitr.ac.in
,,"Indian Institute of Technology (IIT), Guwahati",https://www.iitg.ac.in
,,"Indian Institute of Technology (IIT), Gandhinagar",https://iitgn.ac.in
,,"Indian Institute of Technology (IIT), Hyderabad",https://www.iith.ac.in
,,"Indian Institute of Technology (IIT), Delhi",https://home.iitd.ac.in
,,"Indian Institute of Technology (IIT), Rupnagar",https://www.iitrpr.ac.in
,,"Indian Institute of Technology (IIT), Mandi",https://www.iitmandi.ac.in
,,"Indian Institute of Technology (IIT), Jodhpur",https://www.iitj.ac.in
,,"Indian Institute of Technology (IIT), Indore",https://www.iiti.ac.in
,,"Indian Institute of Technology (IIT), Patna",https://www.iitp.ac.in
,,"Indian Institute of Technology (IIT), Tirupati",https://iittp.ac.in
,,"Indian Institute of Technology (IIT), Dharwad",https://iitdh.ac.in
,,"Indian Institute of Technology (IIT), Palakkad",https://iitpkd.ac.in
,,"Indian Institute of Technology (IIT), Jammu",https://iitjammu.ac.in
,,"Indian Institute of Technology (IIT), Goa",https://iitgoa.ac.in
,,"Indian Institute of Tourism and Travel Management (IITTM), Noida",https://www.iittmnoida.ac.in
,,"Indian Institute of Tourism and Travel management (IITTM), Nellore",https://iittmsouth.org
,,"Indian Insttitute of Technology (BHU), Varanassi",https://www.iitbhu.ac.in
,,Indian Maritime University,https://www.imu.edu.in
,,"Indian Railway Institute of Signal Engineering and Telecommunications, Secunderabad",https://iriset.indianrailways.gov.in
,,Indian Railways Institute of Civil Engineering (IRICEN),https://www.iricen.gov.in
,,"Indian Statistical Institute (ISI), Calcutta",https://www.isical.ac.in
,,"Indian Statistical Institute (ISI), Delhi",https://www.isid.ac.in
,,"Indian Statistical Institute (ISI), Bangalore",https://www.isibang.ac.in
,,"Indian Statistical Institute (ISI), Chennai",https://www.isichennai.res.in
,,"Indira Gandhi Institute of Technology, Sarang, Odisha",https://igitsarang.ac.in
,,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh",https://www.igntu.ac.in
,,"Indraprastha Institute of Information Technology (IIIT), Delhi",https://www.iiitd.ac.in
,,"Industrial Training Institute (ITI), Puri, Odisha",https://itipuri.nic.in
,,"Industrial Training Institute Nand Nagri, Delhi",https://nniti.delhi.gov.in
,,"Industrial Training Institute Pusa, Delhi",https://pusaiti.delhi.gov.in
,,Information and Library Network Centre (INFLIBNET),https://www.inflibnet.ac.in
,,Infrastructure Equipment Skill Council (IESC),https://iescindia.com
,,Innovation Cell,https://mic.gov.in
,,Institute for Studies in Industrial Development (ISID),https://isid.org.in
,,Institute of Company Secretaries of India (ICSI),https://www.icsi.edu
,,Institute of Digital Education and Employment Development,https://dsrvsindia.ac.in
,,"Institute of Engineering and Technology, Lucknow, Uttar Pradesh",https://www.ietlucknow.ac.in
,,"Institute of Hotel Management (IHM), Hajipur",https://www.ihmhajipur.net
,,"Institute of Hotel Management, Gurdaspur",https://ihm-gsp.ac.in
,,"Institute of Hotel Management, Lucknow",https://www.ihmlucknow.com
,,"Institute of Hotel Management (IHM), Gwalior",https://ihmgwalior.org
,,"Institute of Hotel Management Catering Technology and Applied Nutrition, Chennai",https://ihm-chennai.org
,,"Institute of Hotel Management Catering Technology and Applied Nutrition, Bathinda, Punjab",https://www.ihmbti.com
,,"Institute of Hotel Management and Catering Technology, Kovalam",https://www.ihmctkovalam.ac.in
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Bhopal",https://www.ihmbhopal.ac.in
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Kolkata",https://ihmkol.org
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Jaipur",https://www.ihmjaipur.com
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Dehradun",https://ihmddn.com
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Kurukshetra",https://www.ihmkkr.com
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Bhubaneswar",https://www.ihmbbs.org
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Mumbai",https://www.ihmctan.edu
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Shillong",https://ihmshillong.nic.in/contact-us.html
,,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Goa",https://ihmgoa.gov.in
,,"Institute of Hotel Management, Catering and Nutrition, Pusa",https://ihmpusa.net
,,"Institute of Hotel Management, Catering and Nutrition, Kufri",https://ihmshimla.ac.in
,,"Institute of Hotel Managment, Bangalore",https://www.ihmbangalore.kar.nic.in
,,"Institute of Human Resources Development (IHRD), Kerala",https://www.ihrd.ac.in
,,"Institute of Land and Disaster Management, Kerala",https://ildm.kerala.gov.in
,,"Institute of Management in Government (IMG), Kerala",https://img.kerala.gov.in
,,Institute of Pesticides Formulation Technology (IPFT),https://ipft.gov.in
,,"Institute of Psychiatry & Human Behaviour (IPHB), Goa",https://iphb.goa.gov.in
,,"Institute of Rural Management Anand (IRMA), Gujarat",https://www.irma.ac.in
,,Institute of Secretariat Training and Management (ISTM),https://www.istm.gov.in
,,"Institute of Teaching and Research in Ayurveda (ITRA), Jamnagar",https://www.itra.ac.in
,,"Institutional Registration, National Digital Library of India",https://club.ndl.iitkgp.ac.in
,,"Integrated Shala Darpan, Rajasthan",https://rajshaladarpan.nic.in/SD3/Home/Public2/Default.aspx
,,Inter University Accelerator Centre (IUAC) New Delhi,https://www.iuac.res.in
,,International Institute for Population Sciences (IIPS),https://www.iipsdata.ac.in
,,"International Institute of Information Technology (IIT), Bhubaneswar",https://www.iiit-bh.ac.in
,,"International Institute of Information Technology Bangalore, Karnataka",https://www.iiitb.ac.in
,,"International Institute of Information Technology, Hyderabad, Telangana",https://www.iiit.ac.in
,,"Islamic University of Science & Technology, Jammu and Kashmir",https://www.islamicuniversity.edu.in
,,"Iswar Chandra Vidyasagar College, Tripura",https://icvcollege.edu.in
,,JEEViKA - Bihar Rural Livelihoods Project (BRLP),https://brlps.in
,,"Jagannath University, Rajasthan",https://www.jagannathuniversity.org
,,"Jai Prakash Vishwavidyala (University), Bihar",https://jpv.ac.in
,,"Jaipur National University, Rajasthan",https://www.jnujaipur.ac.in
,,Jamia Millia Islamia,https://www.jmi.ac.in
,,Jan Shikshan Sansthan (JSS),https://jss.gov.in
,,Jan-Dhan Se Jan Suraksha Portal,https://jansuraksha.gov.in
,,"Jawahar Institute of Mountaineering and Winter Sports, Pahalgam",https://www.jawaharinstitutepahalgam.com
,,"Jawahar Navodaya Vidyalaya (JNV), Malhar",https://jnvbilaspurcg.gov.in
,,"Jawahar Navodaya Vidyalaya, Kathua, Jammu and Kashmir",https://www.navodaya.gov.in/nvs/nvs-school/KATHUA/en/home
,,"Jawaharlal Nehru Government Engineering College, Himachal Pradesh",https://www.jngec.ac.in
,,"Jawaharlal Nehru Rajkeeya Mahavidyalaya, Andaman & Nicobar Islands",https://jnrm.and.nic.in
,,"Jawaharlal Nehru Technological University Hyderabad (JNTUH), Andhra Pradesh",https://www.jntuh.ac.in
,,Jawaharlal Nehru University (JNU),https://www.jnu.ac.in
,,"Jiwaji University, Gwalior, Madhya Pradesh",https://www.jiwaji.edu
,,Joint Entrance Examination (Advanced) (JEE Advanced),https://jeeadv.ac.in
,,Joint Entrance Examination (Main) (JEE),https://jeemain.nta.nic.in
,,"Joint Entrance Examination Council (Polytechnic), Uttar Pradesh",https://jeecup.nic.in
,,Joint Seat Allocation Authority,https://josaa.nic.in
,,"Jorhat Engineering College, Assam",https://jecassam.ac.in
,,"Jorhat Medical College, Assam",https://jorhatmedicalcollege.in
,,"KSCSTE - National Transportation Planning and Research Centre (NATPAC), Kerala",https://natpac.kerala.gov.in
,,"Kadi Sarva Vishwavidyalaya, Gujarat",https://ksv.ac.in
,,"Kakatiya University, Andhra Pradesh",https://www.kakatiya.ac.in
,,"Kalakshetra Foundation, Chennai",https://kalakshetra.in
,,"Kalyani Government Engineering College, Nadia, West Bengal",https://www.kgec.edu.in
,,"Kamla Nehru Institute of Technology (KNIT), Sultanpur, Uttar Pradesh",https://knit.ac.in
,,"Kannur University, Kerala",https://www.kannuruniversity.ac.in
,,"Karnataka Council for Technological Upgradation, Karnataka",https://kctu.karnataka.gov.in
,,"Karnataka Digital Public Library, Karnataka",https://www.karnatakadigitalpubliclibrary.org
,,"Karnataka State Akkamahadevi Women's University, Vijayapura, Karnataka",https://www.kswu.ac.in
,,"Karnataka State Open University, Karnataka",https://ksoumysuru.ac.in
,,"Karnataka Veterinery,  Animal and Fisheries Science University, Bidar, Karnataka",https://www.kvafsu.edu.in
,,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon, Maharashtra",https://nmu.ac.in
,,"Kendiya Vidyalaya, Baripada, Mayurbhanj, Odisha",https://baripada.kvs.ac.in
,,"Kendriya Hindi Sansthan, Agra",https://www.hindisansthan.in
,,"Kendriya Vidayalaya A.A.I, Rangpuri, New Delhi",https://rangpuriaai.kvs.ac.in
,,"Kendriya Vidayalaya Hassan, Karnataka",https://hassan.kvs.ac.in
,,"Kendriya Vidayalaya Shahdol, Madhya Pradesh",https://epathshala.nic.in
,,"Kendriya Vidayalaya, No.2, Jalandhar Cantonment, Punjab",https://no2jalandhar.kvs.ac.in
,,"Kendriya Vidyalay Railway Colony, M G Colony, Bangalore",https://mgrly.kvs.ac.in
,,"Kendriya Vidyalaya   Hamirpur, Himachal Pradesh",https://hamirpur.kvs.ac.in
,,"Kendriya Vidyalaya  14 G.T.C.  Subathu, Himachal Pradesh",https://subathu.kvs.ac.in
,,"Kendriya Vidyalaya  Azamgarh, Uttar Pradesh",https://azamgarh.kvs.ac.in
,,"Kendriya Vidyalaya  BSF Churachandpur, Manipur",https://bsfchurachandpur.kvs.ac.in
,,"Kendriya Vidyalaya  CRPF, Prayagraj",https://crpfallahabad.kvs.ac.in
,,"Kendriya Vidyalaya  Hakimpet, Secunderabad",https://hakimpet.kvs.ac.in
,,"Kendriya Vidyalaya  IVRI Izatnagar, Bareilly",https://ivribareilly.kvs.ac.in
,,"Kendriya Vidyalaya  Lekha Pani, Tinsukia",https://lekhapani.kvs.ac.in
,,"Kendriya Vidyalaya  Malappuram, Ernakulam",https://mallapuram.kvs.ac.in
,,"Kendriya Vidyalaya  Mancherial, Hyderabad",https://mancherial.kvs.ac.in
,,"Kendriya Vidyalaya  Mau, Uttar Pradesh",https://mau.kvs.ac.in
,,"Kendriya Vidyalaya  Miryalaguda, Telangana",https://miryalaguda.kvs.ac.in
,,"Kendriya Vidyalaya  N.H.P.C Sainj, Kullu",https://sainj.kvs.ac.in
,,"Kendriya Vidyalaya  Nahara, Sonipat",https://nahara.kvs.ac.in
,,"Kendriya Vidyalaya  Naleti, Kangra",https://naleti.kvs.ac.in
,,"Kendriya Vidyalaya  No. 1, Golconda",https://no1golconda.kvs.ac.in
,,"Kendriya Vidyalaya  No.1 Chandimandir, Gurgaon",https://no1chandimandir.kvs.ac.in
,,"Kendriya Vidyalaya  No.1 Srivijaya Nagar, Visakhapatnam",https://no1srivijayanagar.kvs.ac.in
,,Kendriya Vidyalaya  No.1 Tirupati,https://no1tirupati.kvs.ac.in
,,"Kendriya Vidyalaya  No.1, Sirsa, Gurgaon",https://afsno1sirsa.kvs.ac.in
,,"Kendriya Vidyalaya  Ongole, Hyderabad",https://ongole.kvs.ac.in
,,"Kendriya Vidyalaya  SVP National Police Academy, Hyderabad",https://npasvp.kvs.ac.in
,,"Kendriya Vidyalaya  Sector-2, Ram Krishan Puram, Delhi",https://rkpuramsec2.kvs.ac.in
,,"Kendriya Vidyalaya  Shaktinagar, Varanasi",https://ntpcshaktinagar.kvs.ac.in
,,"Kendriya Vidyalaya  Siddipet, Telangana",https://siddipet.kvs.ac.in
,,"Kendriya Vidyalaya (Embassy of India School), Tehran, Iran",https://kendriyavidyalayatehran.ir
,,"Kendriya Vidyalaya , Dhenkanal, Odisha",https://dhenkanaltown.kvs.ac.in
,,"Kendriya Vidyalaya , NAL campus, Bangalore",https://nal.kvs.ac.in
,,"Kendriya Vidyalaya ,Ooty, Tamil Nadu",https://hpfootacamund.kvs.ac.in
,,"Kendriya Vidyalaya 210 Cobra, CRPF",https://210cobracrpf.kvs.ac.in
,,"Kendriya Vidyalaya 39GTC (Gorkha Training Centre), Varanasi",https://gtcvaranasi.kvs.ac.in
,,"Kendriya Vidyalaya 3BRD, AFS, Chandigarh",https://chandigarh3brd.kvs.ac.in
,,Kendriya Vidyalaya A. R. C. Doomdooma,https://doomdoomaarc.kvs.ac.in
,,"Kendriya Vidyalaya AFS Amla, Madhya Pradesh",https://afsamla.kvs.ac.in
,,"Kendriya Vidyalaya AFS Awantipur, Pulwama",https://afsawantipura.kvs.ac.in
,,"Kendriya Vidyalaya AFS BKT, Lucknow",https://afsbakshikatalab.kvs.ac.in
,,"Kendriya Vidyalaya AFS Bagdogra, Kolkata",https://bagdogra.kvs.ac.in
,,"Kendriya Vidyalaya AFS Bamrauli, Varanasi",https://afsbamrauli.kvs.ac.in
,,"Kendriya Vidyalaya AFS Bareilly, Lucknow",https://afsbareilly.kvs.ac.in
,,"Kendriya Vidyalaya AFS Borjhar, Guwahati",https://borjhar.kvs.ac.in
,,"Kendriya Vidyalaya AFS Chabua, Dibrugarh",https://chabua.kvs.ac.in
,,"Kendriya Vidyalaya AFS Devlali, Mumbai",https://no2afsdevlali.kvs.ac.in
,,"Kendriya Vidyalaya AFS Digaru, Assam",https://afsdigaru.kvs.ac.in
,,"Kendriya Vidyalaya AFS Jorhat, Assam",https://no1afsjorhat.kvs.ac.in
,,"Kendriya Vidyalaya AFS Kasauli, Solan",https://afskasauli.kvs.ac.in
,,"Kendriya Vidyalaya AFS Manauri, Allahabad",https://manauri.kvs.ac.in
,,"Kendriya Vidyalaya AFS Memaura, Lucknow",https://afsmemaura.kvs.ac.in
,,"Kendriya Vidyalaya AFS Naliya, Kutch (Bhuj)",https://afsnaliya.kvs.ac.in
,,"Kendriya Vidyalaya AFS Ojhar, Nashik",https://afsojhar.kvs.ac.in
,,"Kendriya Vidyalaya AFS Purnea, Patna",https://purnia.kvs.ac.in
,,Kendriya Vidyalaya AFS Thane,https://afsthane.kvs.ac.in
,,"Kendriya Vidyalaya AFS Yelahanka, Bengaluru",https://afsyelahanka.kvs.ac.in
,,"Kendriya Vidyalaya AFS, Jaisalmer",https://afsjaisalmer.kvs.ac.in
,,"Kendriya Vidyalaya AMC, Lucknow",https://amclucknow.kvs.ac.in
,,"Kendriya Vidyalaya AOC, Jabalpur",https://aocjabalpur.kvs.ac.in
,,"Kendriya Vidyalaya ASC and Centre No.1, Bangalore",https://ascbangalore.kvs.ac.in
,,"Kendriya Vidyalaya Aalo, Arunachal Pradesh",https://along.kvs.ac.in
,,"Kendriya Vidyalaya Aambasa, Tripura",https://ambassa.kvs.ac.in
,,"Kendriya Vidyalaya Aayer, Varanasi",https://aayervaranasi.kvs.ac.in
,,"Kendriya Vidyalaya Abohar, Punjab",https://abohar.kvs.ac.in
,,"Kendriya Vidyalaya Adilabad, Hyderabad",https://adilabad.kvs.ac.in
,,"Kendriya Vidyalaya Adra, Purulia",https://adra.kvs.ac.in
,,Kendriya Vidyalaya Ahmednagar No.3 (VRDE),https://no3ahmednagar.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Bawana, Delhi",https://bawanaafs.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Bidar, Karnataka",https://afsbidar.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Darbhanga, Patna",https://no1darbhanga.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Kumbhirgram",https://afskumbhirgram.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Makarpura, Vadodara",https://no3baroda.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Samana",https://samanaafs.kvs.ac.in
,,"Kendriya Vidyalaya Air Force Station, Sulur",https://sulur.kvs.ac.in
,,"Kendriya Vidyalaya Aizawl, Mizoram",https://aizawal.kvs.ac.in
,,"Kendriya Vidyalaya Akampat, Tinsukia",https://akampat.kvs.ac.in
,,"Kendriya Vidyalaya Akhnoor, Jammu",https://no1akhnoor.kvs.ac.in
,,"Kendriya Vidyalaya Aliganj, Lucknow",https://aliganj.kvs.ac.in
,,"Kendriya Vidyalaya Aligarh, Agra",https://aligarh.kvs.ac.in
,,"Kendriya Vidyalaya Alipurduar, Kolkata",https://alipurduar.kvs.ac.in
,,"Kendriya Vidyalaya Amarkantak , Jabalpur",https://amarkantak.kvs.ac.in
,,"Kendriya Vidyalaya Ambajhari, Nagpur",https://ambajhari.kvs.ac.in
,,"Kendriya Vidyalaya Ambarnath, Thane",https://ofambarnath.kvs.ac.in
,,"Kendriya Vidyalaya Ambikapur, Raipur",https://ambikapur.kvs.ac.in
,,"Kendriya Vidyalaya Amerigog, Guwahati",https://amerigogcrpf.kvs.ac.in
,,"Kendriya Vidyalaya Amethi, Uttar Pradesh",https://amethi.kvs.ac.in
,,"Kendriya Vidyalaya Amhat, Sultanpur",https://amhat.kvs.ac.in
,,"Kendriya Vidyalaya Aminoo, Jammu",https://aminoo.kvs.ac.in
,,"Kendriya Vidyalaya Anantnag, Jammu",https://anantnag.kvs.ac.in
,,"Kendriya Vidyalaya Andal, Kolkata",https://andal.kvs.ac.in
,,"Kendriya Vidyalaya Ara, Bihar",https://arah.kvs.ac.in
,,"Kendriya Vidyalaya Aradhpur, Kolkata",https://bsfaradhpur.kvs.ac.in
,,"Kendriya Vidyalaya Araria, Bihar",https://araria.kvs.ac.in
,,"Kendriya Vidyalaya Army Area, Pune, Mumbai",https://armyareapune.kvs.ac.in
,,"Kendriya Vidyalaya Army Barrackpore, Kolkata",https://armybarrackpore.kvs.ac.in
,,"Kendriya Vidyalaya Army Camp Dhana, Sagar",https://dhana.kvs.ac.in
,,"Kendriya Vidyalaya Asansol, Kolkata",https://asansol.kvs.ac.in
,,"Kendriya Vidyalaya Assam University Dorgakona, Silchar",https://assamuniversity.kvs.ac.in
,,"Kendriya Vidyalaya Aurangabad, Bihar",https://aurangabad.kvs.ac.in
,,"Kendriya Vidyalaya B.M.Y., Bhilai, Chhattisgarh",https://bhilai.kvs.ac.in
,,"Kendriya Vidyalaya B.S.F, Khajuwala, Rajasthan",https://khajuwalabsf.kvs.ac.in
,,"Kendriya Vidyalaya BEG Pune, Mumbai",https://begpune.kvs.ac.in
,,"Kendriya Vidyalaya BEML Nagar, Karnataka",https://bemlnagarkolar.kvs.ac.in
,,"Kendriya Vidyalaya BHEL Jagdishpur, Amethi",https://jagdishpurbhel.kvs.ac.in
,,"Kendriya Vidyalaya BHU, BHU Campus, Varanasi",https://bhuvaranasi.kvs.ac.in
,,"Kendriya Vidyalaya BRBNMPL, Mysuru",https://brbnmplmysuru.kvs.ac.in
,,"Kendriya Vidyalaya BSF Anupgarh, Rajasthan",https://bsfanoopgarh.kvs.ac.in
,,"Kendriya Vidyalaya BSF Baikunthpur, West Bengal",https://bsfbaikunthpur.kvs.ac.in
,,"Kendriya Vidyalaya BSF Campus Rajouri, Jammu",https://bsfrajouri.kvs.ac.in
,,"Kendriya Vidyalaya BSF Campus, Panisagar, North Tripura",https://bsfpanisagar.kvs.ac.in
,,"Kendriya Vidyalaya BSF Chakur, Maharashtra",https://bsfchakur.kvs.ac.in
